ID,Age,Income,Debt,CreditScore,EmploymentYears,EducationLevel,Default
258064,50,77915,59396,413,5,High School,0
468817,56,83116,75730,636,10,High School,0
523005,39,36701,21874,436,4,PhD,0
136667,47,114286,31435,452,1,PhD,0
644174,45,104574,25759,739,5,Bachelor,1
390480,31,58473,80384,342,2,PhD,0
181240,27,54431,41923,348,24,Bachelor,0
187621,23,80091,32338,641,16,PhD,0
941937,48,94820,99396,503,12,PhD,0
90496,57,49044,21729,572,29,PhD,0
59980,57,48689,55050,625,18,PhD,0
153584,57,160608,93901,320,27,High School,1
222587,62,135250,69487,850,22,Bachelor,0
491806,50,166186,35993,432,1,Master,0
2746,41,113073,85879,340,20,PhD,0
625586,55,183540,21484,553,19,High School,0
706474,63,61629,7518,565,29,Bachelor,0
394226,41,57055,79184,375,24,PhD,1
151860,58,85623,43681,431,5,High School,0
682468,63,117400,58904,725,9,High School,0
954208,29,76241,50025,331,3,PhD,1
603008,21,21302,57578,784,29,High School,0
765746,19,49239,30144,315,18,Bachelor,0
263821,57,169901,29413,443,7,PhD,0
736041,64,132225,41888,371,8,High School,0
816175,57,193841,40063,559,26,High School,0
327697,44,112823,69752,605,4,Bachelor,0
670741,52,181759,48646,824,6,Bachelor,1
502798,38,93599,36126,486,13,Master,0
367410,28,181280,51032,807,0,Master,0
393525,38,105951,34101,779,9,High School,0
383108,30,138330,26168,512,16,High School,0
101954,28,105015,36674,679,14,Master,1
512676,36,162428,73807,610,5,Bachelor,0
988723,18,114574,78250,824,1,Master,0
988454,43,141815,15226,578,8,Master,0
814555,37,173953,82276,308,17,PhD,0
308965,37,186543,30781,612,17,PhD,0
613136,28,147710,98526,338,8,High School,0
475561,52,95865,51320,538,16,PhD,0
18244,31,109047,37076,553,8,Master,1
983432,39,139147,64533,799,18,High School,1
778548,33,120010,57954,437,6,Bachelor,0
143841,20,152784,86978,409,0,PhD,1
95352,65,138916,5340,793,28,PhD,0
481592,33,194406,14892,576,21,Master,0
555434,59,119459,94639,568,8,Bachelor,0
68887,32,98991,8964,641,23,Master,0
61416,63,112314,26222,320,0,Master,1
254598,62,88732,17233,595,24,Master,1
234856,18,169529,98332,488,15,Bachelor,1
90104,64,32057,5169,442,8,Bachelor,0
138869,65,40351,30718,703,12,Master,0
125918,47,124605,6420,737,1,PhD,0
231592,28,181517,65422,612,28,PhD,0
891492,26,147505,63061,543,16,Bachelor,0
134617,38,141722,59656,748,2,Bachelor,0
943023,18,73527,24746,764,2,PhD,0
626551,48,171380,28497,334,22,PhD,1
969521,23,114452,60476,393,17,PhD,0
708139,27,131460,7391,496,22,Master,0
68835,57,193461,17093,558,23,High School,1
181408,54,62995,31018,685,19,Master,0
461384,22,129777,92874,779,8,Master,0
921215,21,110300,81162,349,25,Bachelor,0
327621,56,125316,97862,450,28,PhD,0
835666,56,179583,33578,368,0,High School,0
443449,58,46064,80726,652,9,High School,0
651965,64,177573,61483,500,11,PhD,0
835982,61,189451,32216,549,21,PhD,0
63331,37,147278,89568,645,30,High School,0
684716,42,39870,54604,411,6,Bachelor,1
21363,62,107739,23028,463,28,PhD,0
75137,30,49712,28796,765,15,Master,1
941820,35,89983,64123,800,1,Master,0
748781,19,29414,82597,361,20,Bachelor,0
327760,57,77464,48400,529,11,Master,1
728018,32,124711,54845,720,21,Master,1
531079,42,94624,60990,511,5,Bachelor,0
615271,62,59054,70382,396,1,High School,0
824541,46,88461,50999,408,21,Bachelor,0
361006,24,187512,78974,834,2,Bachelor,0
848108,45,191537,25989,489,25,Master,1
145468,41,125966,75297,397,11,Master,1
770560,44,102580,89931,617,24,Master,0
860110,61,81955,26006,687,13,Bachelor,0
920111,30,160900,54000,849,11,Bachelor,1
554510,40,136618,23110,607,2,Bachelor,0
103952,35,123356,94140,330,27,PhD,0
990905,63,86583,50509,820,25,Master,0
783469,35,85152,77948,626,10,Master,0
19634,54,27258,47692,780,28,PhD,0
170969,48,92374,98219,576,13,High School,1
331475,46,127621,32142,848,8,Master,0
118870,56,140497,93704,786,25,Master,0
93772,29,136642,14231,525,8,PhD,0
556514,34,197640,50407,539,18,High School,0
382018,47,149127,59678,779,0,Master,0
454490,23,164385,13410,314,21,Master,0
711276,54,37207,78972,531,12,PhD,0
32985,64,70890,70317,360,12,High School,0
19832,40,197776,61151,551,27,Bachelor,0
646427,50,43222,90419,510,7,Master,0
803151,62,120147,36537,741,8,High School,0
100474,38,52682,78930,734,28,Master,1
389799,35,94241,94054,663,20,Master,0
676322,55,132318,17101,786,17,High School,0
189731,57,119509,98624,843,17,PhD,0
22455,45,131524,82766,819,1,PhD,1
878322,40,166472,86639,510,6,Master,0
751228,49,178367,53371,305,19,Master,0
802980,51,199027,69375,359,23,Bachelor,0
870367,44,128273,7286,839,28,Bachelor,0
199752,59,46498,54568,809,29,Bachelor,0
266781,34,37615,5638,449,17,Master,0
220525,59,124243,11420,447,7,Master,0
847932,21,24295,75646,500,19,Master,0
334940,25,33097,51010,493,23,Bachelor,1
524440,41,95651,92205,573,24,Master,0
34565,48,194878,17240,588,2,Master,0
741502,40,160877,8923,443,6,Master,0
686869,26,158324,92005,615,14,Master,0
397774,61,101438,11433,380,4,High School,0
919382,36,58901,92328,480,13,Master,0
300855,44,31770,32350,677,6,Bachelor,0
67461,59,135485,17229,687,23,High School,1
237737,38,82344,68233,769,26,High School,0
509654,62,173197,49475,803,30,PhD,0
454619,50,75474,19921,358,2,High School,1
660247,47,76950,18868,474,29,High School,0
364469,25,156956,57114,730,10,Master,0
20795,24,175636,51986,623,5,PhD,1
968388,64,170724,79640,493,18,PhD,1
230417,20,39968,33374,797,4,High School,0
865648,33,138930,43516,700,21,High School,0
937195,55,133466,36291,411,8,Bachelor,0
430650,47,179106,33615,367,19,Master,0
939342,18,199269,84799,712,22,Bachelor,0
998381,57,26591,21018,528,25,Master,1
192213,44,23431,87886,587,23,High School,0
340833,49,148374,27259,443,22,Bachelor,0
486790,47,90910,40982,453,19,Bachelor,0
819342,28,95837,37120,632,15,Bachelor,0
356841,59,52343,26057,450,11,PhD,0
759878,18,129223,68287,426,4,High School,0
731734,65,112903,8875,621,1,Bachelor,1
590168,31,195066,47896,381,24,High School,1
643965,51,28373,83060,783,0,Bachelor,0
127092,58,119593,51742,803,13,PhD,0
598859,32,163039,13989,848,21,High School,0
517242,38,89069,11600,311,7,Master,0
717091,59,184879,58845,796,26,Bachelor,1
269240,38,140562,89779,471,1,High School,0
836144,32,106825,87601,797,12,High School,0
985143,63,139200,84859,795,8,Master,1
80733,21,153167,95881,664,12,High School,0
909179,24,147695,37259,603,23,Bachelor,0
697107,35,153527,45066,843,19,Bachelor,0
593995,32,187687,74171,505,27,Master,0
204663,34,149098,97584,715,27,Master,0
825484,53,123956,38397,608,26,Bachelor,0
881289,18,40578,96709,520,11,High School,0
8503,48,48852,44433,634,3,Bachelor,0
859124,42,39476,14869,405,3,High School,1
423113,43,120067,49253,583,15,Master,0
427145,51,139883,93787,791,8,Bachelor,1
430544,64,25502,54222,741,0,PhD,1
353404,25,93206,42874,370,22,Bachelor,0
732108,44,100803,40495,846,8,Bachelor,1
279508,24,185450,53590,761,19,High School,1
965648,20,193332,38032,625,20,Master,0
804959,37,77057,96686,558,24,Master,0
771530,28,155104,14830,672,3,PhD,0
659050,50,82697,46479,578,13,High School,0
331448,23,185428,94245,345,16,Master,0
550198,56,102160,40155,631,27,Bachelor,0
165992,32,52837,69901,582,18,High School,0
32337,18,58883,16864,446,2,Bachelor,0
538962,42,56666,47109,699,15,PhD,1
185721,35,143426,21574,722,4,High School,1
136973,49,51679,50475,302,26,Master,0
828686,48,119692,6951,592,2,PhD,1
530040,32,183557,50392,565,0,PhD,0
442209,29,171838,79995,793,10,High School,0
838409,40,104544,73246,418,12,PhD,1
566090,20,114323,49975,665,11,PhD,0
906020,29,82207,55003,841,25,Master,0
954467,51,83201,46838,443,7,PhD,0
944752,30,63548,21072,315,15,Master,1
403642,40,129958,38038,565,8,Master,0
750028,53,149794,51565,458,25,Master,0
252350,20,172760,5526,493,27,Master,0
9955,30,143174,81600,504,29,Master,0
739107,47,56844,75539,399,16,Master,1
212700,53,188447,18723,832,12,PhD,0
208226,56,171768,20865,310,18,High School,1
548420,21,85821,14314,567,11,PhD,0
729809,42,73592,95885,631,3,Bachelor,0
195694,62,21065,42421,530,9,Bachelor,0
345146,65,163265,61902,693,18,Master,0
60325,64,146023,19877,363,21,Master,1
808342,57,99053,26261,532,25,Bachelor,0
403151,19,178582,65540,608,20,Master,0
334448,23,40524,19764,545,24,Master,0
406643,52,170435,78897,649,15,PhD,0
277088,26,31580,22948,828,15,Master,1
752723,47,165814,79688,706,17,PhD,1
907752,29,146123,87246,578,23,High School,0
978940,18,27604,76993,674,25,Bachelor,1
193675,28,49886,30508,515,19,Master,1
280171,47,92812,77084,301,10,PhD,0
376811,31,36020,62543,323,30,High School,0
174555,47,179156,35696,665,21,High School,1
166679,23,72798,59189,726,9,Master,0
384988,55,70978,23930,316,26,PhD,0
440904,33,187184,50644,763,24,High School,0
290676,58,143042,20754,789,11,High School,0
783657,22,50343,55886,772,30,PhD,0
92796,23,149642,26108,361,9,Bachelor,0
496252,48,173955,61684,721,12,High School,0
233247,38,93887,49911,793,16,Master,1
646904,26,132001,64773,764,0,Master,0
341665,61,173028,94876,686,12,Master,0
314984,56,27517,40011,594,17,PhD,1
114488,48,39655,36787,363,9,Master,0
997323,25,147112,82763,339,21,Bachelor,0
516853,50,165747,23957,646,3,PhD,0
546480,35,146840,46908,808,3,Bachelor,0
14654,57,81987,92636,563,18,High School,0
761920,53,67751,67501,395,0,Bachelor,0
437726,21,81424,81773,732,17,Bachelor,0
30696,22,139954,14208,501,10,Bachelor,0
646490,23,63111,70237,815,5,High School,0
277246,64,70675,87047,719,6,Master,0
670008,51,166781,29384,692,2,Master,0
308756,65,39214,82911,692,9,PhD,0
806985,24,56124,44398,385,15,Bachelor,1
680884,56,133570,69913,720,5,Bachelor,0
70939,30,67669,62908,542,9,High School,0
901911,45,88394,27721,725,7,PhD,0
854561,43,196694,36128,568,23,PhD,1
326423,57,32689,16077,792,4,High School,0
603451,24,42874,62560,420,17,PhD,0
469114,60,192462,37792,568,21,PhD,0
858764,50,189348,62190,589,7,High School,0
347855,23,20755,40840,358,27,Bachelor,0
406850,26,197627,28612,658,2,Master,0
728953,56,58581,96601,711,3,High School,0
616132,59,119817,35550,510,8,High School,0
53352,54,62407,67003,563,3,Bachelor,0
123842,59,83503,56902,821,10,Bachelor,0
530674,51,93591,10331,703,30,High School,1
849762,54,35437,8728,726,14,Master,0
903741,33,166724,5594,633,23,Bachelor,0
600447,64,47940,13373,760,12,High School,0
250463,38,99405,17625,454,18,High School,0
384928,60,151848,39591,444,23,Bachelor,0
379782,56,117795,62031,850,11,PhD,0
480992,33,88866,35886,525,21,High School,0
877963,60,99037,60716,622,24,Master,0
578220,56,198470,39761,593,28,High School,0
364680,55,76729,57099,563,20,Master,0
933788,55,133565,68322,633,21,Master,0
985386,60,124454,82823,322,14,High School,0
407361,23,192116,30882,730,23,Master,0
633548,54,108021,96642,304,17,PhD,0
443237,54,47390,57640,829,5,Bachelor,0
649245,58,167575,56459,429,13,PhD,0
193823,41,174513,33344,574,21,Bachelor,0
580671,50,153908,37117,651,24,PhD,0
575392,55,90485,44808,826,14,Bachelor,0
273509,19,172518,67149,819,16,Master,0
838666,58,40292,19430,610,5,High School,0
868500,24,119362,32026,387,21,PhD,0
230077,18,56839,77441,670,30,Master,0
5514,45,166747,14868,464,8,High School,0
497930,60,86913,80706,681,4,PhD,0
439397,44,111498,11234,479,29,PhD,0
789260,36,119920,11586,698,5,PhD,0
645227,25,190187,23538,396,8,PhD,0
371410,48,141597,13232,813,2,PhD,0
299730,19,116267,76822,786,11,High School,0
533185,50,38293,59417,521,8,Bachelor,1
521577,40,193009,80037,503,1,PhD,0
899674,49,27226,66551,446,18,Master,0
599629,20,109124,64295,773,4,PhD,0
271039,26,30836,17703,508,30,Bachelor,1
323936,24,184155,29657,413,19,Master,0
168036,34,72130,32186,562,18,Master,0
101423,22,40963,16702,437,18,PhD,0
28782,43,121491,33858,302,14,PhD,1
873642,64,88388,7952,630,10,Bachelor,0
118321,60,112336,41380,354,28,PhD,0
511322,19,84405,68114,698,21,PhD,0
487799,44,130779,25567,510,12,High School,0
610330,36,62495,8636,714,30,High School,1
602311,57,174478,33199,786,20,PhD,0
568187,32,79046,32181,457,25,Master,1
866082,63,120773,89129,576,8,High School,0
924750,41,99232,38344,728,9,High School,0
104257,42,195920,91800,560,17,High School,0
589017,34,126023,38750,732,23,PhD,0
457093,28,39471,82490,567,13,Bachelor,0
575371,18,186712,47034,662,29,Bachelor,0
363786,34,29050,6417,493,5,High School,0
656549,56,134234,50566,762,16,PhD,0
534859,45,51003,76450,476,7,High School,0
39354,41,104545,53681,807,2,Master,0
316112,44,95935,12022,365,5,PhD,0
742794,27,192356,17381,741,22,Master,1
303074,23,181843,33476,804,22,Bachelor,0
587705,32,37407,62319,747,6,Bachelor,0
752757,65,142503,29788,635,4,Master,0
665758,54,86017,43496,608,28,Master,0
170096,21,74318,11451,412,23,High School,0
201073,38,29668,77783,344,8,High School,0
606009,60,158147,86750,380,21,High School,0
872772,57,122748,74795,823,19,Master,0
719549,55,131230,54083,660,9,Bachelor,0
160753,46,182329,18271,506,23,Master,1
298682,37,111050,24546,766,29,High School,0
231965,45,182660,44807,306,19,Master,0
282894,43,60501,45406,629,10,PhD,0
838968,52,180952,5842,593,18,Master,0
853121,46,82601,19798,800,26,Bachelor,0
303277,26,136609,55180,430,1,Master,1
655437,62,126964,28640,586,10,PhD,0
931857,53,93909,29775,442,22,PhD,0
508827,29,136764,91476,313,6,Master,0
142611,32,51935,67100,375,28,PhD,0
93099,59,125438,61303,802,18,Bachelor,1
310366,47,153193,69465,419,8,High School,0
947296,39,137527,12919,340,9,Master,0
553819,35,184131,48374,384,20,PhD,0
404677,37,82582,20048,781,19,PhD,1
108852,33,65964,28699,516,20,Bachelor,0
272905,63,59740,71693,639,24,High School,1
214786,49,73072,75633,464,18,Bachelor,0
818807,27,30682,81528,753,14,Bachelor,1
823955,51,153920,42833,845,28,Bachelor,0
501821,44,152048,44346,625,16,Master,1
780179,53,69591,94700,354,28,Bachelor,0
75287,58,120484,39718,694,20,Bachelor,0
11528,53,124894,65819,397,17,Master,0
79722,47,144616,63106,712,18,Master,0
453662,41,47491,69093,376,30,High School,1
813473,59,92983,10791,762,2,PhD,0
485916,48,116931,64844,392,9,Master,0
758236,60,158167,56168,825,16,Bachelor,1
992897,25,45295,63421,584,28,Bachelor,1
899860,53,39903,73781,551,9,Master,0
690880,47,40363,51998,435,8,PhD,0
217527,26,170495,36627,722,10,High School,0
73316,57,61576,80879,342,17,Master,0
832952,54,53242,23915,560,16,Master,1
576607,47,147765,73093,737,11,High School,0
596709,35,104313,27270,536,14,PhD,0
739489,49,164107,63398,611,21,PhD,0
292140,38,114614,42867,848,6,High School,0
819244,64,68082,93343,804,8,PhD,0
270326,21,98762,38967,517,12,Bachelor,0
751100,23,89671,13567,538,4,PhD,0
122270,60,94896,44448,460,17,PhD,1
627741,25,91650,86418,634,12,Master,0
911698,55,82827,25164,387,19,PhD,0
396549,62,33711,11563,735,14,PhD,0
153953,29,121283,35501,634,25,Bachelor,0
608318,29,50455,92040,790,27,Master,0
112954,33,56664,23046,310,28,Master,0
137710,18,90075,41743,548,12,High School,0
645969,56,37997,60313,555,8,PhD,0
175212,61,163982,79834,755,16,PhD,0
791159,40,39102,5333,402,27,Master,0
71847,45,175984,12216,374,28,Bachelor,0
431050,35,181215,64100,827,9,PhD,0
462391,21,28574,90571,347,2,PhD,0
662032,53,77193,96154,502,14,Bachelor,0
702213,62,114128,92561,677,26,High School,0
66454,32,34468,83019,773,18,PhD,0
801220,28,116404,24103,526,25,Master,0
107229,63,141682,91112,605,2,Bachelor,0
184963,25,172789,35864,409,3,PhD,1
30740,36,164990,82796,572,24,PhD,1
468662,42,66629,89642,615,0,High School,0
114452,60,128144,52426,724,7,PhD,0
346276,37,73811,28042,636,1,High School,0
933294,38,132259,22057,597,20,Master,0
222836,27,76775,51887,528,4,High School,0
293660,36,32422,7503,387,2,Master,0
291164,27,112049,78694,745,5,High School,0
343417,34,197355,62599,797,25,PhD,0
321167,48,168124,65791,494,8,PhD,0
175859,34,150306,64900,689,20,High School,0
714912,48,52567,98289,458,22,High School,1
128379,57,37787,25901,707,7,PhD,0
162750,18,86259,72717,704,22,Master,0
133888,62,177314,71593,434,25,High School,0
791250,36,94965,58986,484,18,PhD,0
984629,42,40916,98227,397,21,Bachelor,0
132216,55,126454,50468,590,14,High School,0
508009,26,99983,79442,356,27,Master,0
108208,55,96861,44116,843,15,Bachelor,0
39066,63,192188,71465,598,21,Master,0
522085,45,96223,43383,401,6,Master,1
396060,30,149573,73646,625,24,Master,0
497721,61,52226,64441,704,19,High School,0
659180,27,163656,32825,469,10,Master,0
625187,39,25069,13625,790,16,Bachelor,0
488497,37,33582,9409,310,5,Bachelor,0
567538,65,135591,86247,811,8,High School,0
371925,39,128596,22639,770,7,PhD,0
237573,20,198318,63112,660,13,PhD,1
791612,22,36423,67846,694,26,High School,0
499533,49,198118,94395,433,23,High School,0
151359,26,78994,15800,427,4,High School,0
790660,58,147737,89024,456,10,PhD,0
785113,18,189945,60054,364,30,High School,0
194894,59,170158,24946,397,27,Master,1
488265,59,26386,18777,482,26,Master,0
586507,58,188213,50128,800,22,PhD,0
271905,49,22912,55843,831,17,PhD,0
286628,26,142322,14983,576,11,High School,0
689643,22,172582,11017,746,29,PhD,1
835506,18,167562,64964,847,16,PhD,0
477726,38,58969,91039,493,25,High School,0
659852,29,31183,27093,550,2,PhD,0
553326,63,184667,94191,786,30,Bachelor,0
336588,22,73124,28677,816,17,Bachelor,0
733395,30,189933,10950,817,8,Bachelor,0
700531,49,120047,98358,733,30,Master,0
292396,38,140923,57843,614,3,Bachelor,1
303753,18,64138,92251,345,3,High School,0
189376,24,168955,5041,627,1,Bachelor,0
328928,43,111570,77320,722,22,Bachelor,0
404309,54,124026,47144,660,21,High School,0
517976,43,20155,81012,361,25,Bachelor,0
800829,56,183749,85087,785,27,Master,0
467217,44,173222,20145,848,14,PhD,1
793260,47,175607,86935,696,14,PhD,0
660522,24,93772,19031,741,13,Bachelor,0
326747,60,90629,50817,790,24,Master,0
599289,20,112100,28270,785,10,High School,0
936554,45,24166,18024,762,16,PhD,0
593391,32,117919,27034,811,6,Master,0
394364,54,114297,16105,733,11,Bachelor,0
896393,21,198783,94259,610,0,PhD,1
467293,46,119596,58595,822,28,High School,0
62776,43,28952,92358,305,22,Bachelor,1
252466,48,199037,67096,821,2,PhD,0
688662,41,164319,58397,566,5,High School,1
914207,65,119687,43776,723,4,High School,0
627023,50,109877,10937,674,10,Master,0
243641,20,128517,77124,358,17,Bachelor,1
638812,32,165575,99545,468,6,PhD,0
734849,36,32453,92187,497,0,Master,0
267304,36,89423,36773,631,16,High School,0
188809,60,165554,46659,783,15,Bachelor,0
307288,37,107637,85450,448,30,Master,0
567067,37,198554,36249,837,2,Master,1
150300,61,61575,61703,483,1,PhD,1
560159,55,82553,84745,463,12,Master,1
774958,36,85275,50454,755,25,Bachelor,0
807581,50,158768,14261,729,3,PhD,0
806721,40,145163,79874,763,1,High School,0
450835,57,117340,76299,761,18,PhD,1
96587,36,97995,12429,663,9,Bachelor,1
186262,27,45964,65574,657,5,Master,0
12447,41,130202,91171,773,15,High School,0
242704,22,145890,73840,605,5,Master,0
603499,35,174436,85904,564,20,High School,0
600793,41,129837,33235,727,9,High School,0
902932,39,66020,95551,647,14,PhD,0
90171,28,20944,45980,622,24,High School,0
596646,47,67493,43270,396,9,Master,0
833385,59,52588,14894,314,5,Bachelor,0
593980,40,23736,74235,843,22,Bachelor,0
246965,61,67684,54367,481,14,Master,0
691391,28,30717,12520,556,23,Bachelor,1
996436,20,154940,28473,438,25,Bachelor,0
918887,18,149454,35718,424,7,Master,0
531416,37,85282,20956,710,26,High School,1
98645,35,62230,88275,546,23,PhD,0
74442,52,115395,31904,438,10,Master,0
124418,18,26636,75058,777,2,High School,0
876716,61,156118,77437,768,21,Bachelor,0
41499,33,78327,10140,444,22,PhD,1
252555,18,35718,71563,813,13,High School,0
849885,62,58076,17459,620,26,Bachelor,0
433333,22,172750,13741,778,30,Master,0
88636,63,58823,17397,448,4,Master,0
756735,39,41666,30155,749,11,PhD,0
790009,35,114097,23413,601,21,High School,0
128653,49,153737,51107,692,24,Bachelor,0
325329,41,182032,6934,677,0,High School,0
101498,47,133019,29092,839,7,High School,0
272217,22,164799,90276,751,17,Master,0
372672,25,142406,9949,677,12,High School,0
160271,55,61355,15352,327,0,Bachelor,1
876267,54,138080,50649,567,15,High School,1
425695,42,67380,49926,305,15,Bachelor,0
750023,23,123550,28525,333,2,Bachelor,0
65883,54,95511,96026,473,10,Master,0
86094,59,180379,37942,397,6,High School,0
466431,36,70538,77206,530,30,Master,0
26435,64,46947,7150,582,19,High School,0
17038,36,151691,16643,803,1,Master,0
470558,58,60720,92180,427,26,PhD,0
225194,21,96774,98453,660,21,High School,0
571879,52,52325,92655,394,2,High School,0
712873,36,196999,10701,773,11,Bachelor,1
693910,57,152398,40260,612,20,Bachelor,0
132330,53,156439,95304,389,16,Bachelor,1
629902,53,161605,73489,750,13,PhD,1
603129,26,99950,55903,480,3,PhD,0
256037,50,121545,52383,345,22,Bachelor,1
587700,55,26772,67288,376,6,Master,0
73939,41,147735,72994,713,29,High School,0
685834,40,163415,5473,547,18,PhD,0
162809,51,24113,58853,807,20,Bachelor,0
732777,34,100735,89816,434,27,High School,0
258933,26,81131,92598,376,6,Bachelor,1
301752,40,77380,74966,361,7,High School,1
323949,29,101168,88515,420,22,High School,0
486851,38,61774,21978,783,16,PhD,0
9803,33,49832,39401,587,24,Bachelor,0
729833,21,147257,72654,365,10,High School,1
595569,52,28202,26702,389,23,Master,0
454759,35,51014,71072,413,15,Master,0
132193,26,158307,93218,358,25,Master,1
588449,51,129547,49469,680,26,Bachelor,1
69503,29,194491,99114,422,30,Bachelor,0
708424,29,199812,21879,776,9,Bachelor,0
296016,47,140343,12618,621,26,PhD,0
769897,59,93896,40627,784,13,High School,0
238034,35,152547,38359,475,24,High School,0
534041,36,33825,72052,782,18,PhD,0
552927,18,180329,48424,485,1,Bachelor,0
734219,43,56196,5157,632,0,Bachelor,0
65646,26,24472,42788,534,28,Master,1
171341,59,62587,75611,650,0,PhD,0
630598,23,121441,87259,837,13,Bachelor,1
743948,48,73649,73571,641,30,Master,0
439554,18,40483,48584,492,9,PhD,0
606381,51,104433,93127,565,6,PhD,0
296475,20,99970,51691,552,22,Master,0
431412,27,182715,41840,781,17,Master,1
952624,18,148980,87453,687,22,Master,0
311863,43,126517,67204,337,19,Master,0
976661,61,181127,37291,426,9,High School,1
883978,65,85162,38838,464,23,Master,0
59735,58,183254,16889,719,8,Master,0
776668,40,56236,95879,689,25,PhD,0
661009,26,149407,64839,814,20,Bachelor,0
75058,18,47464,61926,631,30,High School,0
690557,19,26976,22977,494,7,Master,1
989822,49,84393,95497,684,23,Bachelor,0
503256,51,48940,62516,772,22,Bachelor,0
43102,28,135844,94728,696,19,Bachelor,0
95821,44,133455,15413,348,11,High School,0
587804,33,119762,80975,483,19,Master,0
551049,65,128364,89054,549,14,Bachelor,1
669814,57,54333,96414,344,25,Bachelor,0
686410,35,103136,49707,766,26,Bachelor,0
524077,26,111990,74148,767,21,High School,0
195067,40,193095,10911,622,23,Master,0
878032,45,137133,66646,830,10,PhD,0
856665,50,151443,33472,640,25,Bachelor,0
658580,52,184000,56172,631,6,High School,0
383367,36,103878,73042,338,10,PhD,1
486162,55,76582,20616,368,13,PhD,0
490519,41,141883,67450,699,2,Bachelor,0
685421,46,112888,98598,364,5,High School,0
691028,37,167805,50417,430,4,PhD,0
565185,55,111264,19570,667,1,Bachelor,0
491720,36,68176,67548,822,24,High School,0
42290,41,58001,48842,726,28,Bachelor,0
511527,34,124949,93423,432,4,Bachelor,0
401612,30,110707,61668,549,10,Master,1
726440,39,97973,57265,786,25,PhD,1
712931,62,22614,55758,834,20,Bachelor,0
661158,31,82119,43915,373,3,Master,0
439283,54,123529,86741,663,17,Master,0
416848,43,130988,65150,707,25,Master,0
172772,57,128838,26578,598,21,Bachelor,0
944377,27,143207,52614,696,5,Bachelor,0
954453,24,85071,77382,393,1,Master,0
738649,23,89757,65165,335,1,High School,0
694007,44,116240,87280,395,19,Bachelor,0
679838,35,198190,57101,313,23,High School,1
275077,61,186261,64394,329,0,Bachelor,0
876840,19,154886,45727,759,21,Master,0
423786,48,152542,85409,795,12,Master,0
844162,50,123925,55414,742,13,High School,0
795905,65,62023,40433,542,6,Bachelor,0
25482,54,22402,47626,810,24,High School,0
679203,24,129907,64146,599,28,PhD,1
717840,36,111892,38901,771,25,PhD,1
963584,46,136261,8876,685,24,Master,0
854073,19,33458,11544,677,30,PhD,0
658908,54,126950,30636,776,2,Bachelor,0
881415,60,136320,25425,389,12,PhD,1
6147,29,75748,15930,619,0,PhD,0
633923,48,186509,69575,713,13,Master,0
622828,31,51293,52106,356,6,High School,0
452764,22,101827,83659,500,8,PhD,0
487518,42,134879,85680,455,1,Master,0
223628,28,156604,63179,849,27,PhD,1
140453,56,67975,81178,659,24,PhD,0
304221,22,160088,33977,599,14,Master,0
781220,55,190675,89821,333,19,Master,0
227630,43,193504,92265,565,29,Master,1
120310,48,178673,24247,450,6,High School,0
897737,21,168006,64373,818,8,Master,0
473600,53,91553,67999,310,5,High School,1
335684,57,159568,17442,796,15,PhD,0
676185,39,20605,73304,601,9,Bachelor,0
261241,49,93236,35177,498,20,PhD,0
32655,57,160571,65590,386,20,High School,0
527143,52,68580,11415,560,14,PhD,0
108897,57,54290,20792,363,14,Master,1
260463,61,41613,87225,403,24,High School,1
418196,29,194275,58630,534,7,Bachelor,0
206516,37,88144,58820,752,27,Bachelor,0
58577,19,59796,47107,718,6,Bachelor,1
68349,20,34285,96280,428,15,PhD,1
143032,63,170128,58911,402,1,High School,0
608640,38,118285,25657,846,5,Master,1
541836,58,107708,16544,738,28,Bachelor,0
778022,45,33579,49667,692,21,Master,0
179024,37,35036,84342,511,15,Master,0
778356,44,148385,91944,760,30,PhD,1
41243,31,123338,29736,436,4,Bachelor,0
878933,24,138470,37731,694,3,High School,1
314174,58,76105,27127,367,9,PhD,0
94351,43,163899,20159,751,16,Bachelor,1
655412,20,112787,7258,783,4,PhD,1
109019,44,86529,13966,516,18,Bachelor,1
793068,52,188319,5056,439,16,High School,1
972864,36,108522,19654,770,24,Bachelor,0
110856,59,31808,69454,350,16,Bachelor,0
954839,41,90954,97248,759,4,PhD,0
658657,21,153811,93546,334,8,Bachelor,0
460148,23,145730,38741,452,10,Bachelor,0
734299,63,34503,91682,709,27,Master,1
274754,40,184874,90704,567,10,High School,0
156705,58,38076,52849,548,0,Bachelor,0
718804,35,198634,86818,777,28,High School,0
140074,54,196414,67358,308,12,Master,0
569708,64,60541,28406,488,16,Master,0
298546,53,58893,47468,526,5,Master,0
692333,62,37242,77982,667,15,Bachelor,0
371126,30,163407,16604,795,27,PhD,0
114835,23,109359,57452,792,11,Master,0
633039,21,179077,44374,576,21,High School,0
261597,28,24323,13258,475,3,High School,0
342534,38,153220,16001,417,29,PhD,0
658366,38,26317,84495,777,5,Master,0
260144,36,151418,38664,657,2,Master,0
559563,24,187887,24771,302,11,Bachelor,0
834432,48,55053,27392,750,19,Bachelor,0
217338,40,79489,30149,784,9,Bachelor,1
245099,23,21653,79224,364,18,Bachelor,0
636355,65,195143,29435,538,25,PhD,1
244468,63,99542,58941,504,20,Bachelor,0
